id,dateiso,entry
3500,1994-03-26,"ETA dice que ha enviado una carta a Felipe Gonzalez para exigirle ""seriedad"""
3501,1994-03-26,ultras valencianos revientanun acto de Colom por segunda vez en pocos dias
3502,1994-03-26,"jovenes ultras reiventan un acto politico en Valencia del lider de ERC Angel Colom [400,000 pesetas, coste de los danos causados por el GAV a los locales de El Micalet durante el acto]"
3503,1994-03-27,"la ""festa per la llengua"" reune en Castello de Rugat, Valencia, a 6,000 personas"
3504,1994-03-30,el etarra Igitu muere en Vitoria reventado al estallar la bomba que portaba
3505,1994-03-31,"reacciones abertzales ante la muerte por su propia bomba en Vitoria del etarra ""Ijuti"""
3506,1994-04-03,la campana para las europeas marca la celebracion del Aberri Eguna ?
3507,1994-04-05,"ETA asesina en Bilbao, con una bomba adosada a su coche a un g.c. tras el Aberri Eguna"
3508,1994-04-07,"Asamblea de Unidad Popular presenta la campana ""Diguem no a les agresionsal poble de la nacio catalana"""
3509,1994-04-09,descubierto en Burlada (Navarra) un piso de ETA con explosivos y documentacion perteneciente al comando Txomin Iturbe
3510,1994-04-18,un anciano herido por una pastilla de humo en una manifestacion a favor de ETA en Pamplona
3511,1994-04-19,"un comando lanza 2 granadas contra el Gobierno Militar, mata a un transuente y hiere a 8 personas en Barcelona"
3512,1994-04-21,estalla un bomba en la sede de la Caja Vital 2 dias antes de que HB negocie se deuda
3513,1994-04-21,"la GC de Trafico denuncia a Angel Colom, ERC, por tapar carteles de una autovia con rotulos en catalan"
3514,1994-04-24,multitudinaria manifestacion autonomista en Zaragoza en el Dia de Aragon
3515,1994-04-24,varios miles de donostiarras piden el reagrupamiento de los presos de ETA
3516,1994-04-24,"numerosos detenidos y 2 policias heridos tras la ""jornada de lucha"" convocada por Jarrai en el Pais Vasco"
3517,1994-04-24,"5,000 personas recordaran a los Comuneros en el Dia de Castilla y Leon"
3518,1994-04-24,un millar de independentistas se manifiestan en Gerona y Barcelona el dia de Sant Jordi
3519,1994-04-24,el aniversario de los 20 anos de la Dharma se convirtio en una exaltacion independentista
3520,1994-04-25,Bakea Orain celebra en Vitoria una concentracion en favor de la reinsercion de presos de ETA
3521,1994-04-25,"10 detenidos en Pamplona en el curso de desordenes promovidos por Jarrai, rama juvenil de KAS"
3522,1994-04-29,miembros del comando Vizcaya asesinan por la espalda a un g.c. en Trapagaran (Vizcaya)
3523,1994-04-30,el comando Barcelona guardaba 50 kilos de explosivos en 2 pisos francos donde proyectaba un espectacular atentado
3524,1994-05-02,ETA reivindica la explosion en le via ferrea Madrid-Irun y la accion contra la Caja Vital de Salvatierra (Alava)
3525,1994-05-02,ETA anuncia nuevas acciones y asegura que va a ganar
3526,1994-05-04,detenidos en Santa Cruz de Tenerife 8 personas que gritaron consignas independentistas canarias en presencia del Rey [durante la fiesta del 500 cumpleanos de Santa Cruz de Tenerife]
3527,1994-05-10,"simpatizantes de HB aclaman en Bilbao al lider del brazo politico del IRA, Gerry Adams"
3528,1994-05-12,"una amenaza de bomba, en nombre de ETA, interrumpe un concierto de Chick Corea en el Teatro Principal de Valencia"
3529,1994-05-15,un centenar de intelectuales catalanes suscribiran un manifiesto a favor de la independencia
3530,1994-05-16,"unas 5,000 personas recorren las calles de Santiago de Compostela para protestar por la politica linguistica de la Xunta"
3531,1994-05-17,"la celebracion del Dia de Canarias, fuente de conflictos entre el Gobierno autonomo y la oposicion"
3532,1994-05-18,homenaje postumo en la Universidad de Valencia a Josep Lluis Barcelo por su lucha en favor del valenciano
3533,1994-05-19,la GC halla en Navarra 4 subfusiles y 3 pistolas dentro de una bolsa
3534,1994-05-21,entre 100 y 150 empresarios y profesionales de Madrid reciben cartas de ETA exigiendoles entre 50 y 100 millones
3535,1994-05-22,enfrentamientos entre la policia y jovenes radicales en Pamplona tras una manifestacion de las Gestoras Pro Amnistia
3536,1994-05-23,"Jon Idigoras participo en la marcha anual contra la base de Rota, y recibio los improperios de algunos ciudadanos"
3537,1994-05-24,"ETA asesina en Madrid, con una bomba adosada a su coche, a un teniente del Ejercito de Tierra"
3538,1994-05-27,miembros de HB atacan a militantes de IU en la pegada de carteles de elecciones europeas en Bilbao
3539,1994-05-30,3 heridos graves al estallar 2 bombas ocultas en bolsos en una playa de Artxanda y un parque de Muskiz (Vizcaya)
3540,1994-06-02,ETA asesina en Madrid de 5 tiros al general de Infanteria Juan Jose Hernandez
3541,1994-06-02,atentado en Madrid: los terroristas hicieron estallar en un lugar plagado de colegios el coche en que huyeron
3542,1994-06-02,"ETA confirma que ha enviado cartas de amenaza a empresarios, mediante un comunicado difundido por el diario Egin"
3543,1994-06-02,la Ertzaintza descubre un escondite con material explosivo en Barakaldo
3544,1994-06-03,Defensa ordena alerta maxima por la amenaza de atentado con coche bomba en Madrid antes del 12-J
3545,1994-06-03,la policia halla 10 kilos de amonal que estaban dentro de una mochila abandonada por ETA en unas zarzas de Bilbao
3546,1994-06-04,el Comite Catalan de Apoyo a HB emite un comunicado en catalan pidiendo el voto para la formacion vasca
3547,1994-06-04,"HB toca a rebato para retener a su militancia la coalicion abre un ""frente de lucha"" en plenas elecciones"
3548,1994-06-06,ETA ataca con granadas el cuartel de la GC en Gernika (Guipuzcoa)
3549,1994-06-07,un conductor es herido en Usurbil (Guipuzcoa) por activistas abertzales tras las detenciones de 13 supuestos etarras
3550,1994-06-10,la GC encuentra en Usurbil (Guipuzcoa) las armas del comando Kiruli de ETA
3551,1994-06-11,"un grupo de militantes de HB se manifiesta ante el Palacio de la Moncloa, residencia del presidente, en Madrid"
3552,1994-06-19,ETA intenta asesinar a un policia de Basauri colocando una bomba bajo el asiento de su coche
3553,1994-06-20,ETA lanza una nueva oleada de cartas para chantajear a empresarios en el Pais Vasco y Madrid
3554,1994-06-21,la policia localiza en benidorm (Alicante) un piso franco de ETA en el casco viejo de la ciudad
3555,1994-06-21,"presos independentistas catalanes abandonan su heulga de hambre al recibir el apoyo de representantes de CiU, PSC, y ERC"
3556,1994-06-30,colectivos juveniles catalanistas de Mallorca boicotearan los comerciosque no usen el catalan
3557,1994-07-02,el preso que critico la violencia de ETA en television identificado como Manelos y amenazado en varias pintadas
3558,1994-07-07,ERC lanza una campana contra el pago de peajes en las autopistas catalanas
3559,1994-07-08,ETA envia una nueva oleada de cartas amenazadoras a empresarios exigiendoles el pago de 100 millones de impuesto
3560,1994-07-10,3 detenidos en Hernani (Guipuzcoa) en las protestas por el arresto del etarra Kepa Picabea
3561,1994-07-11,simpatizantes de HB reciben panfletos con el domicilio de 2 supuestos agentes de la Ertzaintza
3562,1994-07-13,ETA intenta matar a un g.c. con una bomba en su coche en Bilbao
3563,1994-07-18,ERC repartieron octavillas en el peaje de Martorell (Barcelona) contra el cobro de peajes en las autopistas catalanas
3564,1994-07-19,la concejala pamplonesa del PSOE Asuncion Apeseguia sufre amenazas en forma de pintadas de partidarios de ETA
3565,1994-07-23,"las juventudes de Convergencia explican a los turistas que Cataluna desea ser ""una nacion libre"" [los cachorros de CDC abordan a los turistas en Barcelona para explicarles que Cataluna quiere ser una nacion libre]"
3566,1994-07-24,las Juventudes Socialistas participaran en la manifestacion del BNG para conmemorar el Dia de la Patria Galega [manifestacion a favor de una mayor autogestion de Galicia - 7/26]
3567,1994-07-27,"ETA mata en San Sebastian al empresario Jose Manuel Olarte, implicado en el denominado ""informe Navajas"""
3568,1994-07-30,"ETA asesina en Madrid al teniente general Francisco Veguillas, a su chofer y a un transeunte [coche bomba; 20 heridos y desperfectos en 42 casas]"
3569,1994-08-01,una falsa bomba obliga a cerrar una hora y media la linea ferrea Madrid-Irun
3570,1994-08-11,"Jose Antonio Diaz [albanil], asesinado por ETA en Bilbao, tenia antecedentes por trafico de drogas y robo con intimidacion"
3571,1994-08-12,ETA pone un coche bomba en el centro de Bilbao tras tirotear una garita de la GC
3572,1994-08-14,"cientos de manifestantes de HB reclaman ""coches bomba"" en una marcha en San Sebastian a favor de la independencia"
3573,1994-08-17,50 radicales dan una paliza a 2 ertzainas de paisano en un bar de HB en San Sebastian
3574,1994-08-20,"un ertzaina es atacado en Portugalete (Vizcaya), tercera agresion de jovenes radicales a la Ertzaintza en una semana"
3575,1994-08-21,desactivada en Basauri una bomba que recogieron por error los basureros
3576,1994-08-22,"ETA asesina en la sede del PNV en Berrano (Vizcaya) a un policia nacional, casado con una ertzaina"
3577,1994-08-24,"movilizaciones en Uruguay contra la entrega a Espana de los etarras Gotia, Lizarralde e Ibanez Oteiza"
3578,1994-08-25,varios heridos de bala en Uruguay en una batalla entre policias y contrarios a la extradicion de los etarras a Espana
3579,1994-08-26,"grupos de encapuchados prenden fuego a un autobus y un coche en Guipuzcoa, en protesta por las extradiciones de Uruguay"
3580,1994-08-27,paro en Montevideo contra la represion de las manifestaciones en apoyo de los etarras extraditados a Espana
3581,1994-08-27,"apenas un centenar de alborotadores y solo 2 detenidos, uno de ellos de Parla (Madrid) en la guerra de las banderas"
3582,1994-08-28,violentos incidentes en Euskadi y Navarra en protesta por la extradicion de 3 presuntos etarras de Uruguay
3583,1994-08-29,2 ertzainas resultan gravemente heridos por un coctel molotov entre Lezo y Renteria (Guipuzcoa) 
3584,1994-08-30,ETA ordena a sus presos una huegla de hambre para intentar mantener su control sobre el colectivo de reclusos [miembros de la Mesa Nacional de HB se uniran a la huelga de hambre]
3585,1994-08-30,encapuchados proximos a HB incendian el juzgado de paz de Arrasate (Guipuzcoa) en protesta por extradiciones de etarras
3586,1994-09-01,una bomba de ETA entre Cortes y Bunuel (Navarra) interrumpe el trafico ferroviario durante 17 horas
3587,1994-09-03,Accio Cultural y CC OO respaldan la convalidacion de titulos de catalan para los certificados de valenciano
3588,1994-09-04,los presos de ETA inician una huelga de hambre para bloquear la reinsercion
3589,1994-09-05,"estallan artefactos en Bilbao, Onate y San Sebastian en el inicio de la huelga de hambre de presos de ETA"
3590,1994-09-09,la respuesta a las campanas anticatalanas centra la celebracion de la Diada del Onze de Setembre
3591,1994-09-11,miles de personas protestan contra la reinsercion de etarras en San Sebastian?
3592,1994-09-11,concentracion penuevista ante la sede de la coalicoin radical HB en Onate (Guipuzcoa)
3593,1994-09-12,"unas 5,000 personas asistieron a la manifestacion independentista de ERC en la Diada"
3594,1994-09-15,la policia francesa desmantela en Bayona el nuevo taller de explosivos de ETA y detiene a Kepa Mugica y Lopez Castanares
3595,1994-09-16,la policia francesa halla 230 kilos del explosivo amonal en el zulo de ETA proximo a Bayona
3596,1994-09-22,Cadeca da un giro a su estrategia y pide que los ninos escolarizados en castellano abandonan los colegios ?
3597,1994-09-23,la izquierda valencianista celebra un debate en contra de la celebracion del festival de la OTI en Valencia
3598,1994-09-29,"13 detenidos en Euskadi tras la violenta celebracion del Gudari Eguna (Dia del soldado), convocado por HB"
3599,1994-10-07,miles de ceuties rechazan el proyecto de estatuto con una huelga general y exigen ser comunidad autonoma
3600,1994-10-07,desautorizadas 2 concentraciones antagonicas en Valencia para el Nou d'Octubre
3601,1994-10-08,derecha e izquierda celebran el Nou d'Octubre en una clima de enfrentamiento preelectoral
3602,1994-10-12,Jarrai combina el activismo en reivindicaciones juveniles con los enfrentamientos callejeros
3603,1994-10-16,la policia intenta impedir una protesta de UPV en Valencia contra el festival de la OTI
3604,1994-10-28,marcha a pie desde Algeciras a Madrid en protesta por el estatuto de Autonomia de Ceuta
3605,1994-11-07,incendiados 2 cochesde la Ertzaintza tras una manifestacion de HB en Bilbao
3606,1994-11-08,"intelectuales y artistas de la Asociacion para las Nuevas Bases de Manresa reivindican ""la soberania politica catalana"""
3607,1994-11-19,el comando Vizcaya cae en un enfrentamiento con la Ertzaintza en Loui (Vizcaya) tras intentar asesinar a un militar 
3608,1994-11-19,"ETA invita por carta a decenas de simpatizantes a ""incorporarse a filas"", segun la documentacion intervenida en Tolon"
3609,1994-11-19,KAS amenaza a la Ertzaintza tras su actuacion en la persecucion y detencion del comando Vizcaya
3610,1994-11-20,"hallado un coche bomba con 100 kilos de explosivos en el almacen y el piso franco del comando Vizcaya, cerca de Bilbao"
3611,1994-11-20,KAS arremete contra el PNV y la Ertzaintza en el homenaje al etarra muerto en el tiroteo de Loiu
3612,1994-11-21,criticas a la Ertzaintza en el mini-recuerdo de Josu Muguruza y Santi Brouard en Bilbao
3613,1994-11-22,Omnium Cultural y el Orfeo Catala tendran una television local a partir de enero de 1995
3614,1994-11-26,ETA envia una nueva remesa de cartas de chantaje a empresarios de Euskadi y Navarra y Atutxa pide que no paguen
3615,1994-11-26,"el Bloc del Progres Jaume I tenido una acogida ""espectacular,"" segun el presidente de Accio Cultural del Pais Valencia"
3616,1994-11-27,"grupos radicales lanzan artefactos incendiarios contra la Casa de Juntas de Gernika y el PNV lo califica de ""repugnante"""
3617,1994-12-04,"10,000 personas insultan a Atutxa durante una protesta contra la Ertzaintza en Bilbao"
3618,1994-12-05,celebrado en Sevilla el acto de homenaje a la bandera andaluza
3619,1994-12-05,"2,500 ceuties viajan a Madrid para pedir su conversion en una comunidad autonoma"
3620,1994-12-06,"las juventudes de ERC (JERC) se declaran ""insumuisas"" a la Constitucion"
3621,1994-12-07,"unos 2,000 ciudadanos de Ceuta se manifiestan cerca del Congreso para pedir un estatuto de autonomia para su ciudad"
3622,1994-12-11,"tiroteada una garita de la GC en Pasajes (Guipuzcoa) [la policia atribuye a ""legales"" de ETA el tiroteo]"
3623,1994-12-14,localizadas en el puente de Rontegi 2 mochilas con 16 kilos de amonal atribuidas a ETA
3624,1994-12-14,tres lectores catalanes firman el documento de Omnium contra la postura de la Real Academia sobre el catalan
3625,1994-12-16,"ETA asesina de un tiro a un sargento local de San Sebastian, jefe de la lucha contra la droga"
3626,1994-12-23,2 hombres y 1 mujer se desnudan en el salon del Parlamento alaves para protestar por la situacion de la lengua vasca
3627,1994-12-26,2 ertzainas heridos leves en los disturbios provocados en Guipuzcoa tras actos convocados por Gestoras Pro Amnistia
3628,1995-01-07,la organizacion terrorista envia cartas a penquenos y medianos empresarios vascos exigiendo el impuesto revolucionario
3629,1995-01-08,campanadas secesionistas: la travesura de socialistas y populares leoneses reabre su lejano debate autonomico
3630,1995-01-14,detenido un etarra que acababa de asesinar a un policia en la oficina del DNI de Bilbao
3631,1995-01-15,UPV protagoniza un encierro en el Ayuntamien to de Borriana (Castellon) para protestar por una depuradora
3632,1995-01-17,"ingresa en prision el dirigente de Jarrai, acusado del atentado de Bilbao"
3633,1995-01-23,las juventudes de ERC presentan en Barcelona su campana contra el servicio militar
3634,1995-01-24,"ETA asesina de un tiro en la cabeza en San Sebastian al teniente de alcalde por el PP, Gregorio Ordonez"
3635,1995-01-25,un joven es condenado a 8 meses de prision por quemar una bandera espanola en una manifestacion en Lerida
3636,1995-01-26,manifiesto de 700 profesores universitarios y de institutos catalanes contra la carta de la RAE en defensa del castellano
3637,1995-02-01,unos encapuchados queman un coche en Pasaia (Guipuzcoa) cuando intentaban incendiar un coche de la Ertzaintza
3638,1995-02-12,miembros de HB amenazan e insultan a cientos de personas que pedian la paz en San Sebastian
3639,1995-02-12,"un ertzaina, herido en Baracaldo en los incidentes por la muerte de un hombre por infarto en Ondarroa"
3640,1995-02-13,atacada con 2 artefactos incendiarios la sede de Radio Nacional de Espana en Vitoria
3641,1995-02-18,miles de personas apoyan la recuperacion de la lengua y la vertebracion del Pais Valenciano en el dia de Jaume I
3642,1995-02-19,cruce de insultos entre vecinos y jovenes radicales tras una protesta en Ondarroa (Vizcaya) convocada por PNV y EA
3643,1995-02-19,un multitudinario concierto de Luis Llach cerro la movilizacion del Bloc de Progres en favor de la cultura valenciana
3644,1995-02-26,"incidentes y destrozos en manifestaciones convocadas por KAS en protesta por los GAL en Guipuzcoa, Vizcaya y Hendaya"
3645,1995-02-27,"30,000 andaluces celebraron en Manresa (Barcelona) el Dia de Andalucia"
3646,1995-03-01,reportaje sobre la carrera de relevos de un kilometro para conmemorar el Dia de Andalucia
3647,1995-03-06,celebrado el Dia de Andalucia en Valencia
3648,1995-03-10,El presidente del PNV elogia la mediacion del movimiento Elkarri en el conflicto vasco
3649,1995-03-11,"el Bloc de Progres espera reunir a 15,000 personas en una manifestacion en defensa de la lengua y cultura valenciana"
3650,1995-03-12,"unos 15,000 manifestantes piden la independencia en las calles de San Sebastian"
3651,1995-03-12,el Bloc de Progres Jaume I protagoniza la mayor manifestacion de la decada en Alicante
3652,1995-03-18,"huelga en la localidad malaguena de Torrox para exigir el indulto del antiguo regidor, el andalucista Felix Castan"
3653,1995-03-19,ETA exige por carta hasta 100 millones a empresarios de Barcelona y Madrid
3654,1995-03-24,la relacion entre identidady convivencia sera el tema principal de las jornadas que se celebraran en Elche (Alicante)
3655,1995-03-25,"7 heridos graves, entre ellos 5 ertzainas, en los disturbios tras la jornada de huelga convocada por HB"
3656,1995-03-26,la jornada de lucha convocada por KAS culmino con una emboscada para calcinar a 5 ertzainas
3657,1995-03-28,"Jarrai alaba la violenta ""respuesta"" a las muertes de los 2 etarras Lasa y Zabala"
3658,1995-03-29,el Ayuntamiento de Renteria convoca una manifestacion por la paz mientras HB se descuelga y convoca otra paralela
3659,1995-03-29,las juventudes del PNV acusan a Jarrai de asesinos y piromanos por los incidentes del fin de semana
3660,1995-03-29,"a iniciativa del Frente por el Plebiscito para la Independencia de Cataluna, 27 ayuntamientos piden un referendum"
3661,1995-03-31,"un vecino de Ordizia (Guipuzcoa) tambien fue atacado durante la ""jornada de lucha"" convocada por KAS"
3662,1995-03-31,miles de ciudadanos piden el fin de la violencia en Renteria (Guipuzcoa) pese a la contramarcha de HB
3663,1995-03-31,el gobernador civil de Alicante EXPEDIENTA al Bloc de Progres por lanzar huevos contra la GC
3664,1995-04-01,"aparece una pintada con vivas a ETA en la tumba de Gregorio Ordonez, lider del PP asesinado por la banda"
3665,1995-04-09,"ETA emprende una campana de captacion de nuevos activistas por carta entregadas en mano, segun la SER"
3666,1995-04-16,los nacionalistas celebran el Aberri Eguna en un clima de escalada verbal
3667,1995-04-17,HB celebra el Aberri Eguna en Pamplona entre vivas a ETA y a la independencia
3668,1995-04-20,"ETA intenta asesinar con un coche bomba al lider de PP, JOSE MARIA AZNAR, en la calle Jose Silva de Madrid"
3669,1995-04-20,un policia muere en Endarlaza (Navarra) al manipular un explosivo en circunstancias no aclaradas 
3670,1995-04-21,indignacion en el PP por los destrozos causados por un grupo de radicales en la tumba de Ordonez
3671,1995-04-23,un ertzaina disparo al aire para escapar de jovenes radicales en el casco viejo de Bilbao
3672,1995-04-23,una organizacion musulmana se atribuye las explosiones de 2 coches en Ceuta
3673,1995-04-24,Carmen Cerdeira rechaza la reivindicacion de 2 explosiones en Ceuta como obra de la Organizacion 21 de Agosto
3674,1995-04-30,"las sedes del PP de Getxo y de UGT en Barakaldo, atacadas con botellas incendiarias"
3675,1995-05-01,"UPV conmemora el 25 de abril, cuando los Borbones pusieron fin a los fueros valencianos"
3676,1995-05-01,"celebrada entre Calpe y Denia (Alicante) la ""Cursa per la Llengua"", reivindicativa del habla valenciana"
3677,1995-05-02,"los ataques a la Ertzaintza y las sedes del PP, objetivo de los jovenes radicales en el pasado fin de semana en Euskadi"
3678,1995-05-05,antifascismo y defensa del Pais Valenciano marcan la manifestacion del Bloc de Progres
3679,1995-05-06,la barricada de fuego que atrapo a un autocar con turistas britanicos estropea la campana turistica del Pais Vasco
3680,1995-05-07,"mas de 15,000 personas se concentran en Palma de Mallorca en apoyo del catalan"
3681,1995-05-07,"3,000 vascos franceses y espanoles se manifiestan ante el templo parisino de Notre-Dame pidiendo autodeterminacion"
3682,1995-05-07,decenas de miles de personas apoyan en la calle la identidad cultural del Pais Valenciano
3683,1995-05-10,ETA secuestra al empresario de transportes Jose Maria Aldaya cuando regresaba a su casa de Hondarribia (Guipuzcoa)
3684,1995-05-13,un miembro de la Junta municipal del PNV en Portugalete es agredido por personas de una manifestacion convocada por KAS
3685,1995-05-13,16 detenidos en la jornada de lucha en memoria de Lasa y Zabala convocada por KAS en el Pasi Vasco y Navarra
3686,1995-05-14,"un herido y un detenido tras un atentado contra una sede socialista en el barrio de Otxarkoaga, en Bilbao"
3687,1995-05-14,UPV pone fin a 30 horas de encierro en Canal 9 y amenaza al PSPV con no apoyar a sus candidatos municipales
3688,1995-05-16,"HB convoca para el domingo una manifestacion en San Sebastian para pedir la ""libertad de Euskal Herria"""
3689,1995-05-17,unos encapuchados atacan una antigua casa del ministro de Justicia en Burgos
3690,1995-05-20,"un barco reivindicativo ""Vaixell per la llengua"" en favor del catalan recorrera su area linguistica"
3691,1995-05-22,manifestacion de HB en San Sebastian en oposicion a la de grupos pacifistas que pedian la libertad de Aldaya
3692,1995-05-23,agredido por encapuchados un concejal del PNV de Ordizia (Guipuzcoa) y candidato a las Juntas Generales
3693,1995-05-23,ETA tirotea con subfusil la residencia militar del cuartel de Loyola en San Sebastian (Guipuzcoa) sin causar victimas
3694,1995-05-26,varios encapuchados lanzan explosivos contra un sede del PP en Getxo
3695,1995-05-28,"KAS difune carteles contra el lazo azul en los que llama ""asesino"" al Rey"
3696,1995-06-03,Gestoras Pro Amnistia convocan concentraciones contra las movilizaciones de Gesto por la Paz por la libertad de Aldaya
3697,1995-06-04,3 heridos leves al estallar una potente bomba en una oficina bancaria de Pamplona
3698,1995-06-06,manifestaciones enfrentadas por el secuestrado de Aldaya de Gesto por la Paz y Gestoras pro Amnistia
3699,1995-06-09,ETA hiere de extrema gravedad a un jefe de la Unidad Territorial Antiterrorista de Guipuzcoa
3700,1995-06-09,jovenes de HB y LAB se enfrentan a manifestantes que pedian la libertad de Aldaya en San Sebastian
3701,1995-06-14,unos desconocidos queman en Zarauz (Guipuzcoa) el coche de un concejal de HB
3702,1995-06-15,la direccion de HB convoca la contramanifestacion de los trabajadores de Alditrans para la liberacion de Aldaya
3703,1995-06-16,HB moviliza a sus votantes para boicotear la eleccion de alcaldes en algunos ayuntamientos del Pais Vasco
3704,1995-06-18,los seguidores de HB causan graves incidentes en Hernani (Guipuzcoa) al perder la alcaldia
3705,1995-06-19,simpatizantes de HB y KAS reaccionan con violencia ante la perdida de alcaldias
3706,1995-06-19,la muerte por cancer de un preso etarra anima a radicales vascos al destrozo en Pamplona
3707,1995-06-20,un policia municipal muere al estallar un coche bomba de ETA en pleno centro de Madrid
3708,1995-06-22,la Ertzaintza carga contra los familiares de Lasa y Zabala cuandointentaban hacerse cargo de los feretros
3709,1995-06-22,KAS amenaza al juez de la Audiencia Nacional Carlos Bueren por la orden de enterrar los restos de Lasa y Zabala
3710,1995-06-23,los partidarios de HB provocan una batalla campal en la concentracion de los trabajadores de Aldaya contra ETA
3711,1995-06-24,quemados 2 juzgados de paz en la jornada de protesta de KAS por la muerte de Lasa y Zabala
3712,1995-06-25,homenaje a Lasa y Zabala en Tolosa tras una jornada de lucha con 10 detenidos
3713,1995-06-28,un cartero herido grave por una de las cartas bomba enviadas por ETA a Escamez y a Cortina por no pagar el impuesto
3714,1995-06-29,un grupo de jovenes apalea a 3 concejales del PSOE en Hernani (San Sebastian)
3715,1995-06-30,un millar de donostiarras pide la libertad de Aldaya pese a la contra-protesta de HB
3716,1995-07-01,una mujer herida [muere] en San Sebastian por un pelotazo de la Ertzaintza en una manifestacin pro Lasa y Zabala
3717,1995-07-02,incidentes en el Pais Vasco en las protestas por la muerte de Rosa Zarra por un pelotazo de goma de un ertzaina
3718,1995-07-03,"ETA amenaza a la Ertzaintza en un comunicado y dice que no le perdonara ni aunque lo pida ""de rodillas"""
3719,1995-07-04,la jornada de huelga general convocada por el sindicato LAB y apoyada por HB no logra paralizar San Sebastian
3720,1995-07-07,protestas paralesas en San Sebastian contra el secuestro de Aldaya y otra de HB a favor de ETA
3721,1995-07-09,desactivados 3 artefactos explosivos encontrados en diversos puntos de la costa de Tarragona
3722,1995-07-10,un artefacto de escasa potencia explota en la sede del PNV en Oyartzun (Guipuzcoa)
3723,1995-07-13,una amenaza de ETA obliga a la GC a rastrear la autopista A-7 en busca de una bomba
3724,1995-07-14,una pequena bomba atribuida a ETA explota en un puente de Petres (Valencia)
3725,1995-07-15,explota en una playa de Sagunto (Valencia) un artefacto de escasa potencia que habia sido anunciado en Egin por ETA
3726,1995-07-17,"unas 1,000 personas participan en la jornada nacionalista del Pi de les Tres Branques, en Castellar del Riu (Barcelona)"
3727,1995-07-18,militantes de Jarrai atacan la barraca festiva del Partido Comunista de Euskadi en Sanfermines
3728,1995-07-19,ETA coloca una bomba en la via ferrea Zaragoza-Barcelona y 3 artefactos de poca potencia en San Sebastian
3729,1995-07-23,incendiado el coche de un concejal de HB en Billabona (Guipuzcoa)
3730,1995-07-24,simpatizantes de HB impiden que la marcha por la libertad de Aldaya llegue a Hernani (Guipuzcoa) [transcurre el Pais Vasco]
3731,1995-07-25,un atentado de Terra Lliure en una oficina de Inem causo 15 heridos
3732,1995-07-26,individuos no identificados arrojan artefactos incendiarios al edificio  de los juzgados de Vergara (Guipuzcoa)
3733,1995-07-30,"ETA coloca 3 artefactos explosivos contra intereses turisticos en Tarragona, Denia y Alicante"
3734,1995-07-30,"incidentes en San Sebastian tras una manifestacion de HB ""contra el terrorismo del Estado"""
3735,1995-07-31,atacan el automovil del alcalde de Hernani (Guipuzcoa) de EA
3736,1995-08-02,2 bomba estallan en la linea ferrea proxima a Zaragoza y en la autopista del Mediterraneo cerca de Oliva (Valencia)
3737,1995-08-06,"un etarra, en una carta interceptada, amenaza al PP con nuevos atentados"
3738,1995-08-08,"las madres de Lasa y Zabala encabezan una manifestacion de Hb ante La Cumbre, donde se supone estuvieron secuestrados"
3739,1995-08-09,joveens encapuchados queman un autobus del transporte urbano en Bilbao
3740,1995-08-10,detenidos 3 etarras que preparaban un atentado contra el Rey en Marivent (Palma de Mallorca)
3741,1995-08-10,"un militante de EGI, juventudes del PNV, es agredido en Oiartzun (Guipuzcoa) por radicales abertzales"
3742,1995-08-11,un grupo de Nacion Andaluza intenta boicotear el homenaje de la Junta andaluza a Blas Infante
3743,1995-08-11,8 jovenes radicales incendian con un coctel molotov un autobus urbano en Hernani (Guipuzcoa)
3744,1995-08-11,"ERC prepara movilizaciones para el Onze de Setembre con el objetivo de afrontar la ""crisis del regimen"""
3745,1995-08-13,ETA publica un comunicado en Egin en el que reivindica 15 atentados y amenaza a Ardanza y Garaikoetxea
3746,1995-08-14,HB lleva a cabo una manifestacion independentista en San Sebastian DESAUTORIZADA por el TSJ y el Gobierno vasco
3747,1995-08-16,estalla un artefacto de escasa potencia en la linea ferrea Zaragoza-Valencia colocado por ETA
3748,1995-08-18,ETA atenta con 2 mmochilas bomba contra la casa cuartel de la GC en Arnedo (La Rioja) sin causare muertos
3749,1995-08-18,"HB vuelve a convocar una contramanifestacion para ""reventar"" la de los empleados de Alditrans en favor de Aldaya"
3750,1995-08-20,jovenes violentos causan incidentes en las fiestas de Bilbao
3751,1995-08-21,un grupo de radicales vascos agreden a una joven que les recrimino sus vivas a ETA en Abecia (Alava)
3752,1995-08-21,2 concejales del BNG arrancan la L de la composicion floral del nombre La Coruna
3753,1995-08-22,6 jovenes lanzan huevos contra las personas concentradas en San Sebastian para pedir la libertad de Aldaya
3754,1995-08-22,la impide a varios dirigentes de HB entrar en la localidad alavesa de Apodaka
3755,1995-08-25,HB convoca una manifestacion en las fiestas de Bilbao por la colocacion de la bandera espanola en el Ayuntamiento
3756,1995-08-26,"detenido un joven de Cordoba durante los disturbios de las ""guerras de las banderas"" en las fiestas de Bilbao"
3757,1995-08-28,incidentes en el Pais Vasco y pintadas contra el juez Bueren tras el encarcelamiento de Jon Salaberria
3758,1995-08-31,"graves danos en el Palacio de Justicia de Tolosa (Guipuzcoa), atacado con un coctel molotov"
3759,1995-09-01,manifestantes de HB lanzan objetos a los trabajadores de Alditrans que pedian la inmediata liberacino de Aldaya
