"","country","year","Wbcode","region","oecd","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","mdi","landlines","mobiles"
"32705","Spain",1860,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32649","Spain",1861,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32677","Spain",1862,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32635","Spain",1863,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32670","Spain",1864,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32488","Spain",1865,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32495","Spain",1866,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32502","Spain",1867,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32509","Spain",1868,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32327","Spain",1869,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32663","Spain",1870,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32698","Spain",1871,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32607","Spain",1872,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32355","Spain",1873,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32453","Spain",1874,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32460","Spain",1875,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32467","Spain",1876,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31907","Spain",1877,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31914","Spain",1878,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32208","Spain",1879,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31935","Spain",1880,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31942","Spain",1881,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31949","Spain",1882,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31956","Spain",1883,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31963","Spain",1884,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31970","Spain",1885,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,NA
"31977","Spain",1886,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,NA
"32075","Spain",1887,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,NA
"32271","Spain",1888,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,NA
"32558","Spain",1889,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,NA
"31998","Spain",1890,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,NA
"32005","Spain",1891,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,NA
"32292","Spain",1892,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00032,NA
"32397","Spain",1893,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036,NA
"32299","Spain",1894,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00041,NA
"32215","Spain",1895,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00046,NA
"32222","Spain",1896,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00051,NA
"32229","Spain",1897,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055,NA
"32236","Spain",1898,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-04,NA
"32243","Spain",1899,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00064,NA
"32250","Spain",1900,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00068,NA
"32257","Spain",1901,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00072,NA
"32264","Spain",1902,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077,NA
"31893","Spain",1903,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00081,NA
"31809","Spain",1904,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,NA
"31816","Spain",1905,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00086,NA
"31823","Spain",1906,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00096,NA
"31536","Spain",1907,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00105,NA
"31543","Spain",1908,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00114,NA
"31550","Spain",1909,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00123,NA
"31557","Spain",1910,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00132,NA
"31564","Spain",1911,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00155,NA
"31851","Spain",1912,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA
"31417","Spain",1913,"ESP","Europe & Central Asia ","OECD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00165,NA
"31452","Spain",1919,"ESP","Europe & Central Asia ","OECD",0,312,1,0,0,0,NA,NA,NA,NA,NA,NA,0.00303,NA
"31431","Spain",1920,"ESP","Europe & Central Asia ","OECD",0,562,1,1,0,0,NA,NA,NA,NA,NA,NA,0.00334,NA
"31571","Spain",1921,"ESP","Europe & Central Asia ","OECD",0,312,0,0,0,1,NA,NA,NA,NA,NA,NA,0.00363,NA
"31578","Spain",1922,"ESP","Europe & Central Asia ","OECD",0,500,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00392,NA
"31585","Spain",1923,"ESP","Europe & Central Asia ","OECD",0,500,0,1,0,0,NA,NA,NA,NA,NA,NA,0.0042,NA
"31459","Spain",1924,"ESP","Europe & Central Asia ","OECD",0,937,1,0,1,0,NA,NA,NA,NA,NA,NA,0.00448,NA
"31529","Spain",1925,"ESP","Europe & Central Asia ","OECD",0,687,0,0,1,1,NA,NA,NA,NA,NA,NA,0.00475,NA
"31599","Spain",1926,"ESP","Europe & Central Asia ","OECD",0,3187,0,0,0,1,NA,NA,NA,NA,NA,NA,0.00501,NA
"31606","Spain",1927,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00527,NA
"31613","Spain",1928,"ESP","Europe & Central Asia ","OECD",0,250,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00653,NA
"31711","Spain",1929,"ESP","Europe & Central Asia ","OECD",0,4500,2,0,1,0,NA,NA,NA,NA,NA,NA,0.00776,NA
"31473","Spain",1930,"ESP","Europe & Central Asia ","OECD",0,6312,9,1,1,0,NA,NA,NA,NA,NA,NA,0.00896,NA
"31480","Spain",1931,"ESP","Europe & Central Asia ","OECD",0,11125,22,2,3,0,NA,NA,NA,NA,NA,NA,0.01015,NA
"31522","Spain",1932,"ESP","Europe & Central Asia ","OECD",1,4687,1,3,0,0,NA,NA,NA,NA,NA,NA,0.01131,NA
"31620","Spain",1933,"ESP","Europe & Central Asia ","OECD",0,7187,6,1,0,1,NA,NA,NA,NA,NA,NA,0.01125,NA
"31410","Spain",1934,"ESP","Europe & Central Asia ","OECD",0,5250,3,3,1,1,NA,NA,NA,NA,NA,NA,0.01118,NA
"31396","Spain",1935,"ESP","Europe & Central Asia ","OECD",0,875,0,0,1,0,NA,NA,NA,NA,NA,NA,0.01112,NA
"31403","Spain",1936,"ESP","Europe & Central Asia ","OECD",1,8812,11,2,1,2,NA,NA,NA,NA,NA,NA,0.01106,NA
"31424","Spain",1937,"ESP","Europe & Central Asia ","OECD",0,3750,0,0,0,0,NA,NA,NA,NA,NA,NA,0.01099,NA
"31438","Spain",1938,"ESP","Europe & Central Asia ","OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,0.01093,NA
"31445","Spain",1939,"ESP","Europe & Central Asia ","OECD",0,4000,0,0,0,0,NA,NA,NA,NA,NA,NA,0.01086,NA
"31494","Spain",1946,"ESP","Europe & Central Asia ","OECD",0,3125,0,1,0,0,NA,NA,0.0144,NA,0.058,NA,0.01709,NA
"31781","Spain",1947,"ESP","Europe & Central Asia ","OECD",1,3375,2,1,2,0,NA,NA,0.019,NA,0.059,NA,0.01805,NA
"32012","Spain",1948,"ESP","Europe & Central Asia ","OECD",1,1250,0,0,0,0,NA,NA,0.0236,NA,0.06,NA,0.01844,NA
"32019","Spain",1949,"ESP","Europe & Central Asia ","OECD",3,4250,0,0,2,0,NA,NA,0.0281,NA,0.061,NA,0.02112,NA
"32026","Spain",1950,"ESP","Europe & Central Asia ","OECD",0,625,0,0,1,0,NA,NA,0.0324,NA,0.062,NA,0.02303,NA
"32033","Spain",1951,"ESP","Europe & Central Asia ","OECD",0,2000,2,4,1,0,NA,NA,0.0371,NA,0.063,NA,0.02589,NA
"32040","Spain",1952,"ESP","Europe & Central Asia ","OECD",0,1562,1,0,0,0,NA,NA,0.0417,NA,0.064,NA,0.0286,NA
"32047","Spain",1953,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.046,NA,0.065,NA,0.03129,NA
"32054","Spain",1954,"ESP","Europe & Central Asia ","OECD",0,1000,2,0,1,0,NA,NA,0.0525,NA,0.066,NA,0.03413,NA
"32061","Spain",1955,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.0589,NA,0.067,NA,0.03714,NA
"32068","Spain",1956,"ESP","Europe & Central Asia ","OECD",0,1250,2,1,1,0,NA,NA,0.0653,NA,0.068,NA,0.04066,NA
"32082","Spain",1957,"ESP","Europe & Central Asia ","OECD",0,375,0,0,1,0,NA,NA,0.0715,NA,0.0685,NA,0.04513,NA
"32565","Spain",1958,"ESP","Europe & Central Asia ","OECD",0,500,0,1,0,0,NA,NA,0.077,NA,0.069,NA,0.04982,NA
"32572","Spain",1959,"ESP","Europe & Central Asia ","OECD",0,250,0,0,0,0,NA,NA,0.0824,NA,0.0695,NA,0.05447,NA
"32390","Spain",1960,"ESP","Europe & Central Asia ","OECD",2,2750,0,0,0,0,NA,NA,0.0901,0.00829,0.07,5.613,0.05905,NA
"32306","Spain",1961,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.0993,0.01022,0.0976,6.904,0.06316,NA
"32313","Spain",1962,"ESP","Europe & Central Asia ","OECD",6,8500,0,0,4,0,NA,NA,0.1089,0.01216,0.1253,8.212,0.06755,NA
"32320","Spain",1963,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.1183,0.02734,0.153,9.95466666666667,0.07298,NA
"32523","Spain",1964,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,NA,0.1276,0.0351,0.1686,11.0433333333333,0.08007,NA
"32530","Spain",1965,"ESP","Europe & Central Asia ","OECD",0,250,0,0,0,0,NA,NA,0.1439,0.05537,0.1843,12.7856666666667,0.08769,NA
"31858","Spain",1966,"ESP","Europe & Central Asia ","OECD",0,1062,3,0,1,0,NA,NA,0.1857,0.06974,0.2,15.1813333333333,0.09582,NA
"31865","Spain",1967,"ESP","Europe & Central Asia ","OECD",0,5750,12,1,14,0,NA,NA,0.2005,0.08349,0.188,15.733,0.10402,NA
"31592","Spain",1968,"ESP","Europe & Central Asia ","OECD",0,1312,3,0,1,0,NA,NA,0.213,0.09714,0.176,16.2046666666667,0.11349,NA
"31690","Spain",1969,"ESP","Europe & Central Asia ","OECD",0,1000,0,0,4,0,NA,NA,0.2137,0.11053,0.105,14.3076666666667,0.12423,NA
"31697","Spain",1970,"ESP","Europe & Central Asia ","OECD",1,4875,2,4,8,0,NA,NA,0.2104,0.12182,0.104,14.5406666666667,0.13526,NA
"31704","Spain",1971,"ESP","Europe & Central Asia ","OECD",0,562,1,0,0,0,NA,NA,0.2101,0.13644,0.099,14.8513333333333,0.15026,NA
"31802","Spain",1972,"ESP","Europe & Central Asia ","OECD",1,2312,3,0,1,0,NA,NA,0.2199,0.15076,0.098,15.622,0.16564,NA
"31627","Spain",1973,"ESP","Europe & Central Asia ","OECD",1,1687,0,0,1,1,NA,NA,0.2294,0.16405,0.097,16.3483333333333,0.18161,NA
"31634","Spain",1974,"ESP","Europe & Central Asia ","OECD",1,3062,3,1,1,0,NA,NA,0.2281,0.17379,0.096,16.5963333333333,0.19994,NA
"31921","Spain",1975,"ESP","Europe & Central Asia ","OECD",1,5500,6,2,9,0,NA,NA,0.2276,0.18394,0.098,16.9846666666667,0.2209,NA
"31641","Spain",1976,"ESP","Europe & Central Asia ","OECD",1,5125,5,3,4,1,NA,NA,0.2276,0.18459,0.0958,16.933,0.23902,NA
"31487","Spain",1977,"ESP","Europe & Central Asia ","OECD",1,6187,5,2,13,4,NA,NA,0.2481,0.19256,0.0937,17.812,0.2621,NA
"31466","Spain",1978,"ESP","Europe & Central Asia ","OECD",1,6062,7,0,6,6,NA,NA,0.2515,0.19601,0.0916,17.9703333333333,0.28071,NA
"31501","Spain",1979,"ESP","Europe & Central Asia ","OECD",1,9500,5,3,8,15,NA,NA,0.2553,0.22601,0.0895,19.027,0.29958,NA
"31508","Spain",1980,"ESP","Europe & Central Asia ","OECD",0,2875,1,0,1,7,NA,NA,0.2602,0.25283,0.0876,20.021,0.31778,NA
"31515","Spain",1981,"ESP","Europe & Central Asia ","OECD",1,5125,0,1,2,4,NA,NA,0.2649,0.25463,0.0856,20.171,0.32218,NA
"31991","Spain",1982,"ESP","Europe & Central Asia ","OECD",1,4625,0,1,5,2,NA,NA,0.2714,0.25835,0.0837,20.4483333333333,0.32908,NA
"32278","Spain",1983,"ESP","Europe & Central Asia ","OECD",0,437,1,0,1,0,NA,NA,0.2779,0.26212,0.0818,20.7273333333333,0.33611,NA
"32285","Spain",1984,"ESP","Europe & Central Asia ","OECD",1,3437,2,3,4,1,NA,NA,0.2868,0.26595,0.08,21.0916666666667,0.34806,NA
"32481","Spain",1985,"ESP","Europe & Central Asia ","OECD",1,1375,0,0,1,0,NA,NA,0.2934,0.2701,0.08,21.45,0.36295,NA
"32404","Spain",1986,"ESP","Europe & Central Asia ","OECD",0,125,0,0,1,0,NA,NA,0.2948,0.29223,0.0815,22.2843333333333,0.37846,NA
"32411","Spain",1987,"ESP","Europe & Central Asia ","OECD",0,937,1,0,5,0,NA,NA,0.2987,0.31417,0.0831,23.199,0.39465,NA
"32418","Spain",1988,"ESP","Europe & Central Asia ","OECD",0,250,0,1,0,0,NA,NA,0.3,0.33849,0.0847,24.1063333333333,0.39225,NA
"32425","Spain",1989,"ESP","Europe & Central Asia ","OECD",1,2125,0,0,0,2,NA,NA,0.3038,0.36517,0.0863,25.1756666666667,0.38988,0.00076
"32432","Spain",1990,"ESP","Europe & Central Asia ","OECD",0,312,0,0,0,1,NA,0.028,0.3053,0.39444,0.088,26.258,0.38779,0.00047
"32439","Spain",1991,"ESP","Europe & Central Asia ","OECD",0,375,0,1,1,0,NA,0.033,0.3065,0.39559,0.091,26.4363333333333,0.3857,0.00102
"32446","Spain",1992,"ESP","Europe & Central Asia ","OECD",1,1500,0,1,0,0,NA,0.0379,0.3077,0.39673,0.093,26.581,0.38362,0.00221
"32544","Spain",1993,"ESP","Europe & Central Asia ","OECD",0,750,1,0,1,1,NA,0.0428,0.3089,0.39785,0.096,26.7583333333333,0.37597,0.00478
"32656","Spain",1994,"ESP","Europe & Central Asia ","OECD",0,500,0,1,0,0,NA,0.0477,0.3101,0.39896,0.099,26.9353333333333,0.36847,0.01033
"32628","Spain",1995,"ESP","Europe & Central Asia ","OECD",0,562,0,0,2,1,NA,0.06,0.3113,0.40007,0.102,27.1123333333333,0.37744,0.0223
"32621","Spain",1996,"ESP","Europe & Central Asia ","OECD",0,437,0,0,1,1,NA,0.0772,0.3239,0.40115,0.105,27.6683333333333,0.38403,0.03258
"32551","Spain",1997,"ESP","Europe & Central Asia ","OECD",0,875,0,0,2,2,NA,0.0943,0.3252,0.40222,0.108,27.8473333333333,0.39132,0.06854
"32362","Spain",1998,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,NA,0.1064,0.3265,0.45697,0.111,29.8156666666667,0.39874,0.14417
"32369","Spain",1999,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.069773,0.1183,0.3279,0.51898,0.1142,32.036,0.40632,0.30326
"32376","Spain",2000,"ESP","Europe & Central Asia ","OECD",1,3500,0,0,3,0,0.134781,0.1425,NA,0.58963,0.0983,NA,0.42015,0.60771
"32383","Spain",2001,"ESP","Europe & Central Asia ","OECD",1,4062,0,0,0,3,0.18087,0.1665,NA,0.66981,0.1349,NA,0.42664,0.64862
"32110","Spain",2002,"ESP","Europe & Central Asia ","OECD",1,3625,0,1,2,0,0.189438,0.1922,NA,0.7521,0.1283,NA,0.42538,0.80856
"32117","Spain",2003,"ESP","Europe & Central Asia ","OECD",1,3250,0,0,1,0,0.232501,0.222,NA,0.84459,0.1401,NA,0.4218,0.88401
"32124","Spain",2004,"ESP","Europe & Central Asia ","OECD",1,3687,1,0,2,0,0.401184,0.2563,NA,NA,0.145,NA,0.41955,0.92992
"32131","Spain",2005,"ESP","Europe & Central Asia ","OECD",1,3375,0,0,2,0,0.475068,0.2765,NA,NA,NA,NA,0.41485,0.97822
"32334","Spain",2006,"ESP","Europe & Central Asia ","OECD",1,3125,0,0,0,0,0.498117,0.3631,NA,NA,NA,NA,0.41718,1.02885
"32341","Spain",2007,"ESP","Europe & Central Asia ","OECD",0,125,0,0,1,0,0.541004,0.3931,NA,NA,NA,NA,0.44998,1.07907
"32348","Spain",2008,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.578105,NA,NA,NA,NA,NA,0.44052,1.12779
"31872","Spain",2009,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.609261,NA,NA,NA,NA,NA,0.44059,1.10688
"31879","Spain",2010,"ESP","Europe & Central Asia ","OECD",0,0,0,0,0,0,0.65228,NA,NA,NA,NA,NA,0.42827,1.11029
"31886","Spain",2011,"ESP","Europe & Central Asia ","OECD",0,14,1,0,7,0,0.667793,NA,NA,NA,NA,NA,NA,1.13531
"31984","Spain",2012,"ESP","Europe & Central Asia ","OECD",0,6625,8,7,19,0,0.707297,NA,NA,NA,NA,NA,NA,NA
"31900","Spain",2013,"ESP","Europe & Central Asia ","OECD",0,4188,7,2,12,0,NA,NA,NA,NA,NA,NA,NA,NA
"58290","Sri Lanka",1971,"LKA","South Asia","Non-OECD",2,4625,0,0,0,0,NA,NA,0.0393,NA,0.047,NA,0.00501,NA
"58143","Sri Lanka",1972,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,NA,NA,0.0387,NA,0.045,NA,0.00498,NA
"58122","Sri Lanka",1973,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,NA,NA,0.0388,NA,0.043,NA,0.00513,NA
"58514","Sri Lanka",1974,"LKA","South Asia","Non-OECD",0,1062,1,0,2,0,NA,NA,0.0387,NA,0.041,NA,0.00519,NA
"58486","Sri Lanka",1975,"LKA","South Asia","Non-OECD",0,312,1,0,0,0,NA,NA,0.0388,NA,0.039,NA,0.00527,NA
"58423","Sri Lanka",1976,"LKA","South Asia","Non-OECD",1,1250,0,0,0,0,NA,NA,0.0391,NA,0.037,NA,0.00529,NA
"58185","Sri Lanka",1977,"LKA","South Asia","Non-OECD",0,2500,6,1,3,0,NA,NA,0.0393,NA,0.035,NA,0.00531,NA
"58283","Sri Lanka",1978,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,NA,NA,0.0493,NA,0.033,NA,0.00554,NA
"58444","Sri Lanka",1979,"LKA","South Asia","Non-OECD",0,125,0,0,1,0,NA,NA,0.07,0.00173,0.032,3.45766666666667,0.00562,NA
"58465","Sri Lanka",1980,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,NA,NA,0.0993,0.00239,0.03,4.38966666666667,0.0057,NA
"58192","Sri Lanka",1981,"LKA","South Asia","Non-OECD",0,1062,3,0,1,0,NA,NA,0.1095,0.0039,0.029,4.74666666666667,0.00601,NA
"58472","Sri Lanka",1982,"LKA","South Asia","Non-OECD",1,2937,5,0,1,0,NA,NA,0.1208,0.00643,0.027,5.141,0.00632,NA
"58374","Sri Lanka",1983,"LKA","South Asia","Non-OECD",1,3687,5,1,3,0,NA,NA,0.1331,0.01058,0.026,5.656,0.00666,NA
"58409","Sri Lanka",1984,"LKA","South Asia","Non-OECD",1,4312,1,0,2,2,NA,NA,0.1464,0.01733,0.025,6.291,0.00699,NA
"58311","Sri Lanka",1985,"LKA","South Asia","Non-OECD",1,1250,0,0,0,0,NA,NA,0.161,0.02841,0.024,7.11366666666667,0.00717,NA
"58451","Sri Lanka",1986,"LKA","South Asia","Non-OECD",1,3437,0,0,0,1,NA,NA,0.1676,0.03089,0.025,7.44966666666667,0.00734,NA
"58318","Sri Lanka",1987,"LKA","South Asia","Non-OECD",1,4687,3,0,0,2,NA,NA,0.1749,0.03373,0.027,7.85433333333333,0.00754,NA
"58213","Sri Lanka",1988,"LKA","South Asia","Non-OECD",1,3812,1,0,1,0,NA,NA,0.1827,0.03683,0.029,8.28433333333333,0.00775,NA
"58276","Sri Lanka",1989,"LKA","South Asia","Non-OECD",1,4187,0,3,0,1,NA,NA,0.191,0.04029,0.03,8.70966666666667,0.00797,2e-05
"58220","Sri Lanka",1990,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,NA,2e-04,0.2,0.04413,0.032,9.20433333333333,0.00821,0.00015
"58388","Sri Lanka",1991,"LKA","South Asia","Non-OECD",2,4937,0,0,0,1,NA,3e-04,0.2017,0.04958,0.03,9.376,0.00848,0.00028
"58430","Sri Lanka",1992,"LKA","South Asia","Non-OECD",0,4625,0,1,0,2,NA,6e-04,0.2033,0.05,0.029,9.41,0.00876,5e-04
"58395","Sri Lanka",1993,"LKA","South Asia","Non-OECD",1,4000,0,0,0,2,NA,7e-04,0.2049,0.05443,0.028,9.57766666666667,0.00905,0.00092
"58507","Sri Lanka",1994,"LKA","South Asia","Non-OECD",1,4062,0,0,0,3,NA,0.001,0.2066,0.05679,0.026,9.64633333333333,0.0114,0.00165
"58332","Sri Lanka",1995,"LKA","South Asia","Non-OECD",1,3562,0,0,1,1,NA,0.0011,0.2083,0.08332,0.025,10.554,0.01436,0.00298
"58178","Sri Lanka",1996,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,NA,0.0033,0.212,0.08649,0.029,10.9163333333333,0.01809,0.00396
"58115","Sri Lanka",1997,"LKA","South Asia","Non-OECD",1,3437,0,0,0,1,NA,0.0042,0.2129,0.08462,0.0336,11.0373333333333,0.02278,0.00602
"58199","Sri Lanka",1998,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,NA,0.0049,0.2138,0.09319,0.039,11.533,0.02869,0.00917
"58136","Sri Lanka",1999,"LKA","South Asia","Non-OECD",1,3750,0,0,0,2,0.003532,0.0057,0.2146,0.10324,0.0453,12.1046666666667,0.03635,0.01394
"58073","Sri Lanka",2000,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,0.006544,0.0073,NA,0.1131,0.027,NA,0.04133,0.02317
"58087","Sri Lanka",2001,"LKA","South Asia","Non-OECD",1,3750,0,0,1,0,0.008008,0.0093,NA,0.11744,0.0248,NA,0.04388,0.03564
"58129","Sri Lanka",2002,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,0.010522,0.0132,NA,0.121,0.0244,NA,0.04668,0.04901
"58234","Sri Lanka",2003,"LKA","South Asia","Non-OECD",1,3500,0,0,1,0,0.014543,0.0169,NA,0.12465,NA,NA,0.04877,0.07237
"58493","Sri Lanka",2004,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,0.014311,0.0271,NA,NA,NA,NA,0.05077,0.11314
"58500","Sri Lanka",2005,"LKA","South Asia","Non-OECD",0,1875,0,0,0,0,0.017702,0.0371,NA,NA,NA,NA,0.06291,0.17002
"58479","Sri Lanka",2006,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,0.025137,NA,NA,NA,NA,NA,0.09472,0.2721
"58248","Sri Lanka",2007,"LKA","South Asia","Non-OECD",1,3125,0,0,0,0,0.038581,NA,NA,NA,NA,NA,0.13703,0.39897
"58241","Sri Lanka",2008,"LKA","South Asia","Non-OECD",0,312,1,0,0,0,0.057526,NA,NA,NA,NA,NA,0.17047,0.54817
"58150","Sri Lanka",2009,"LKA","South Asia","Non-OECD",0,2187,0,0,0,1,0.086846,NA,NA,NA,NA,NA,0.16753,0.79731
"58346","Sri Lanka",2010,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,0.119806,NA,NA,NA,NA,NA,0.17296,0.83916
"58171","Sri Lanka",2011,"LKA","South Asia","Non-OECD",0,0,0,0,0,0,0.149931,NA,NA,NA,NA,NA,NA,0.87738
